Codigo;Nome;Descrição;unidade_medida;estoque_atual;estoque_minimo
2278;EIXO DO BRAÇO ARTICULADO (021101068);USINADOS;UN;0;0
2287;EIXO MEIO DA ALAVANCA CONV. (021101342);USINADOS;UN;0;0
2288;EIXO MENOR DA EXCÊNTRICA (021104498);USINADOS;UN;0;0
2289;EIXO MENOR DE REGULAGEM (021101262);USINADOS;UN;0;0
2290;EIXO 110MM (021101450);USINADOS;UN;0;0
2293;EIXO PROLONGADOR (021101376);USINADOS;UN;0;0
2294;EIXO REGUL. ENCOSTO OMBRO (021101416);USINADOS;UN;0;0
2295;EIXO REMADA CONVERGENTE (021101423);USINADOS;UN;0;0
2296;EIXO ROSCADO (021102119);USINADOS;UN;0;0
2297;EIXO SUPERIOR DO BRAÇO ART. (021102339);USINADOS;UN;0;0
2298;EIXO TRAS. DA PLATAFORMA (021102428);USINADOS;UN;0;0
2299;HASTE DO FREIO LF-480 (021102583);USINADOS;UN;0;0
2301;MANCAL CENTRAL LF 480 (021102344);USINADOS;UN;0;0
2302;MANCAL SUPERIOR DO BRAÇO ARTICULADO (021102266);USINADOS;UN;0;0
2303;MANCAL TRASEIRO DA PLATAFORMA (021101153);USINADOS;UN;0;0
2307;BUCHA SUBST. DE ROLAMENTO 6005 (021101304);USINADOS;UN;0;0
2308;SUPORTE DE ACESSÓRIOS (021102729);USINADOS;UN;0;0
2311;TUBO DAS PEGADAS 30mm (021102512);USINADOS;UN;0;0
2315;CANOTE DO BANCO LF-480 INOX;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2316;CARRINHO DO CANOTE LF-480/300/AIR BIKE INOX;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2317;GUIDÃO LF-480 INOX;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2376;CANOTE DO BANCO INOX COMPLETO LF-480;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2381;TRAVESSA DOB. DA PRANCHA (021105390);TUBOS;UN;0;0
2382;MÃO FRANCESA DO SUPORTE (021105391);TUBOS;UN;0;0
2384;MÃO FRANCESA DO GAIOLA ESQUERDA (021105392);TUBOS;UN;0;0
2392;EIXO DIANTEIRO DO ROLO X-3 GT (021105419);USINADOS;UN;0;0
2423;EIXO DIANTEIRO DO ROLO X-4 GT (021105443);USINADOS;UN;0;0
2439;PINO CONICO DO EIXO INOX (021105495);USINADOS;UN;0;0
2460;ROLETE DIANTEIRO COMPLETO X-3;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2461;ROLETE DIANTEIRO COMPLETO X-4/X-4 GT;CONJUNTOS E SUBCONJUNTOS;UN;0;0
2487;CHAPA DA PÁ HÉLICE 900MM #1,20MM INOX (021105662);CHAPAS;UN;0;0
2489;CHAPA SUPORTE DAS PÁS #3,00MM (INOX) (021105664);CHAPAS;UN;0;0
2490;CHAPA SUPORTE DO MOTOR #4,00MM INOX (021105665);CHAPAS;UN;0;0
2491;HÉLICE MONTADA 1090MM INOX LION (CH. 241X455MM);CONJUNTOS E SUBCONJUNTOS;UN;0;0
2492;HÉLICE MONTADA 900MM INOX LION (CH. 191X361MM);CHAPAS;UN;0;0
2499;SUPORTE DO MOTOR LC 50/70 INOX;TUBOS;UN;0;0
2500;MOLDURA ALUMÍNIO LC 50;CHAPAS;UN;0;0
2507;ARGOLA PARA TRANSPORTE (021105699);CONJUNTOS E SUBCONJUNTOS;UN;0;0
2552;TUBO DA BASE DE PESO LFR (021105763);TUBOS;UN;0;0
2553;ORELHA MENOR CARENAGEM LFR #1/8'' (021105768);ORELHAS;UN;0;0
2632;EIXO SUSTENTAÇÃO ANILHAS 700MM (021106029);USINADOS;UN;0;0
2649;ORELHA MAIOR CARENAGEM LFR (021106058);ORELHAS;UN;0;0
2663;ARRUELA ACABAMENTO ALUMINIO (021105596);USINADOS;UN;0;0
2663;ARRUELA ACABAMENTO ALUMINIO (021105596);USINADOS;UN;0;0
2669;ARRUELA STOP DA BUCHA (021105551);USINADOS;UN;0;0
2671;BATENTE PP DE Ø80 (021105504);USINADOS;UN;0;0
2672;BUCHA 110MM (021105784);USINADOS;UN;0;0
2676;BUCHA 250MM (021106031);USINADOS;UN;0;0
2679;BUCHA 30MM DA EXCENTRICA (021105167);USINADOS;UN;0;0
2680;BUCHA 35MM (021103474);USINADOS;UN;0;0
2681;BUCHA 430MM (021105705);USINADOS;UN;0;0
2682;BUCHA 50MM DO DISCO (021105079);USINADOS;UN;0;0
2684;BUCHA DA ALAVANCA (021105981);USINADOS;UN;0;0
2686;BUCHA DA BARRA GUIADA (021100079);USINADOS;UN;0;0
2689;BUCHA DA FLAUTA 80MM (021105954);USINADOS;UN;0;0
2690;BUCHA DA PEGADA (021106042);USINADOS;UN;0;0
2699;BUCHA DO BRAÇO TRICEPS PARALELO (021105931);USINADOS;UN;0;0
2700;BUCHA DO CARRINHO CROSSMITH (021104493);USINADOS;UN;0;0
2702;BUCHA DO MANIPLO M20 INOX (021105218);USINADOS;UN;0;0
2705;BUCHA DO SUPORTE DE ANILHAS (021104680);USINADOS;UN;0;0
2706;BUCHA DO TUBO DO ROLETE (021104513);USINADOS;UN;0;0
2711;BUCHA MAIOR DO MANETE (021105853);USINADOS;UN;0;0
2714;BUCHA DE PP DA PEGADA (021101437);USINADOS;UN;0;0
2715;BUCHA DO ANILHEIRO OLIMPICO (021104584);USINADOS;UN;0;0
2716;BUCHA DO FREIO DO LEG (021104695);USINADOS;UN;0;0
2718;BUCHA PEGADA DO ESTRIBO (021105553);USINADOS;UN;0;0
2719;BUCHA PP DA EXTENSORA (021102153);USINADOS;UN;0;0
2720;BUCHA PP DAS BARRAS (021104351);USINADOS;UN;0;0
2726;BUCHA PP DO ROLETE (021105420);USINADOS;UN;0;0
2728;BUCHA PP DO TUBO PISANTE DO GLÚTEO (021102094);USINADOS;UN;0;0
2729;BUCHA PP FREIO DO AGACH. (021105493);USINADOS;UN;0;0
2730;BUCHA PP ISOLANTE ROLETE TRASEIRO(021105421);USINADOS;UN;0;0
2731;BUCHA PP MAIOR DO BRAÇO (021104399);USINADOS;UN;0;0
2736;BUCHA PP. SMITH MACHINE (021101281);USINADOS;UN;0;0
2737;BUCHA REFORÇO DO BRAÇO (021105932);USINADOS;UN;0;0
2741;BUCHA TRAPEZOIDAL DO FLEXOR SENT. (021104529);USINADOS;UN;0;0
2744;CALÇO DA RODA DE INÉRCIA (021105368);USINADOS;UN;0;0
2745;CALÇO DA ROLDANA MENOR (021100558);USINADOS;UN;0;0
2745;CALÇO DA ROLDANA MENOR (021100558);USINADOS;UN;0;0
2746;CALÇO DE ROLDANA 36MM (021105137);USINADOS;UN;0;0
2748;CALÇO DO EIXO 13MM (021105709) ZINCADO ;USINADOS;UN;0;0
2749;CALÇO DO EIXO 4MM (021105710) ZINCADO;USINADOS;UN;0;0
2749;CALÇO DO EIXO 4MM (021105710) ZINCADO;USINADOS;UN;0;0
2750;CALÇO DO EIXO MAIOR 4MM (021105856) (ZINCADO);USINADOS;UN;0;0
2750;CALÇO DO EIXO MAIOR 4MM (021105856) (ZINCADO);USINADOS;UN;0;0
2752;CALÇO DO ROLAMENTO (021105552);USINADOS;UN;0;0
2752;CALÇO DO ROLAMENTO (021105552);USINADOS;UN;0;0
2757;CARRETEL DO CARRINHO (021100472);USINADOS;UN;0;0
2758;CARRETEL DO CROSS OVER (021104837);USINADOS;UN;0;0
2760;CH. DO PAINEL LF-300/400 2017 #2,00 (021105672);CHAPAS;UN;0;0
2762;"CH. DOBRADA APOIO DE OMBRO #5/16"" (021105456)";CHAPAS;UN;0;0
2763;"CH. SUP. DA CAMA DO IMA 140MM #1/4"" (021104416)";CHAPAS;UN;0;0
2781;"CHAPA APOIO DE OMBRO AGACH. #3/16"" (021105704)";CHAPAS;UN;0;0
2784;"CHAPA APOIO DO MANCAL #1/4"" (021105904)";CHAPAS;UN;0;0
2788;"CHAPA ARTICULAÇÃO DA PEGADA #5/16"" (021105666)";CHAPAS;UN;0;0
2789;"CHAPA ARTICULAÇÃO DA TRAVA #1/4"" (021106013)";CHAPAS;UN;0;0
2790;"CHAPA ARTICULAÇÃO DO BANCO #1/4"" (021105174)";CHAPAS;UN;0;0
2793;"CHAPA BATENTE DA EXCENTRICA LFR #1/4"" (021105760)";CHAPAS;UN;0;0
2798;"CHAPA CONEXÃO 140MM #1/4"" (021105500)";CHAPAS;UN;0;0
2805;"CHAPA CONEXÃO DA TRAVESSA #1/4"" (021105787)";CHAPAS;UN;0;0
2810;"CHAPA DA EXCENTRICA LFR #1/4"" (021105761)";CHAPAS;UN;0;0
2821;"CHAPA DA SAPATA 2 1/2"" #3/16"" (021106050)";CHAPAS;UN;0;0
2824;"CHAPA DA TRAVA DO BANCO #3/16"" (021105173)";CHAPAS;UN;0;0
2831;"CHAPA DE ARTICULAÇÃO LF-R #1/4"" (021105948)";CHAPAS;UN;0;0
2840;"CHAPA DE REG. DA CANTONEIRA DIR. #1/4"" (021104844)";CHAPAS;UN;0;0
2841;"CHAPA DO PISANTE LF-200 #3/16"" (021105394)";CHAPAS;UN;0;0
2858;"CHAPA DO MANCAL ARTICULADO #1/4"" (021106010)";CHAPAS;UN;0;0
2866;"CHAPA DO MANCAL DA TORRE #1/4"" (021105189)";CHAPAS;UN;0;0
2867;"CHAPA DOBRADA DO APOIO #1/4"" (021105949)";CHAPAS;UN;0;0
2869;"CHAPA DO MANCAL LF-R #1/4"" (021105945)";CHAPAS;UN;0;0
2870;"CHAPA EIXO DO FREIO #1/4"" (021106015)";CHAPAS;UN;0;0
2873;"CHAPA DO MANCAL SUPERIOR LF-R #1/4"" (021105946)";CHAPAS;UN;0;0
2884;"CHAPA FREIO DA PANTURRILHA #1/4"" (021106009)";CHAPAS;UN;0;0
2885;"CHAPA FRONTAL AGACHAMENTO #1/4"" (021105878)";CHAPAS;UN;0;0
2886;EIXO 140MM (021105986);USINADOS;UN;0;0
2886;EIXO 140MM (021105986);USINADOS;UN;0;0
2890;EIXO 200MM (021101310);USINADOS;UN;0;0
2895;EIXO 260MM (021105933);USINADOS;UN;0;0
2899;EIXO 250MM (021104223);USINADOS;UN;0;0
2902;EIXO 310MM DO FREIO (021105475);USINADOS;UN;0;0
2905;EIXO 58MM (021106016);USINADOS;UN;0;0
2909;EIXO ARTICULAÇÃO DA PEGADA (021105649);USINADOS;UN;0;0
2911;EIXO ARTICULAÇÃO DO FREIO (021106018);USINADOS;UN;0;0
2913;"CHAPA INFERIOR DA ROLDANA LF-R #3/16"" (021105790)";CHAPAS;UN;0;0
2920;"CHAPA SUPERIOR E INFERIOR DO GUIA #3/8"" (021105842)";CHAPAS;UN;0;0
2924;"CHAPA INFERIOR POLIA PRO #3/16"" (021105449)";CHAPAS;UN;0;0
2933;EIXO DA PEGADA PUXADA ALTA (021105550);USINADOS;UN;0;0
2938;"CHAPA NIKE LF-R #1/4"" (021105947)";CHAPAS;UN;0;0
2939;"CHAPA PEGADA DA PUXADA #3/16"" (021105430)";CHAPAS;UN;0;0
2946;EIXO 489MM (021105492);USINADOS;UN;0;0
2947;"CHAPA PISANTE DO FREIO #1/4"" (021105457)";CHAPAS;UN;0;0
2953;EIXO DE REGULAGEM DA EXTENSORA (021102150);USINADOS;UN;0;0
2957;"CHAPA REFORÇO DO MANCAL #1/4"" (021105974)";CHAPAS;UN;0;0
2958;EIXO DO BRAÇO 158MM (021105555);USINADOS;UN;0;0
2962;EIXO DO BRAÇO 260MM (021105533);USINADOS;UN;0;0
2965;"CHAPA SAPATA DOBRADA #5/16"" (021105667)";CHAPAS;UN;0;0
2967;EIXO DO BRAÇO DA REMADA (021105518);USINADOS;UN;0;0
2969;EIXO DO BRAÇO DESENV. (021105501);USINADOS;UN;0;0
2972;"CHAPA SUPERIOR DA ROLADANA LF-R #3/16"" (021105789)";CHAPAS;UN;0;0
2975;EIXO DO CUBO DA HELICE (021104763);USINADOS;UN;0;0
2976;"SUPERIOR DO GUIA LF-R #1/4"" (021105762)";CHAPAS;UN;0;0
2977;EIXO DO ESTICADOR (021105549);USINADOS;UN;0;0
2978;EIXO DO ESTRIBO (021105554);USINADOS;UN;0;0
2985;"CHAPA SUPERIOR POLIA PRO#3/16"" (021105448)";CHAPAS;UN;0;0
2986;"CHAPA SUPORTE DA FLAUTA #3/16"" (021104832)";CHAPAS;UN;0;0
2993;"CHAPA SUPORTE DO ENCOSTO #1/4"" (021105452)";CHAPAS;UN;0;0
2994;EIXO FREIO DA PANTURRILHA (021106017);USINADOS;UN;0;0
2997;EIXO MAIOR 100MM (021105950);USINADOS;UN;0;0
2998;EIXO MAIOR 110MM (021105951);USINADOS;UN;0;0
2999;EIXO MAIOR 88MM (021105854);USINADOS;UN;0;0
3000;EIXO MAIOR DA ARTICULAÇÃO (021105855);USINADOS;UN;0;0
3001;EIXO MENOR DO FREIO (021105746);USINADOS;UN;0;0
3008;EIXO STOP DO FREIO (021106019);USINADOS;UN;0;0
3010;"CHAPA SUPORTE DO PISANTE #1/4"" (021105474)";CHAPAS;UN;0;0
3030;"CONEXÃO DO SUPINO GII #3/16"" (021104915)";CHAPAS;UN;0;0
3033;"ORELHA CONEXÃO OBLONGA 200MM #1/4"" (021105764)";ORELHAS;UN;0;0
3038;EIXO 100MM (021100742);USINADOS;UN;0;0
3040;EIXO 120MM (ALM. I/II) (021104203);USINADOS;UN;0;0
3043;MANCAL 120MM (021105624);USINADOS;UN;0;0
3044;MANCAL 165MM (021105635);USINADOS;UN;0;0
3049;MANCAL 50MM (021105852);USINADOS;UN;0;0
3049;MANCAL 50MM (021105852);USINADOS;UN;0;0
3049;MANCAL 50MM (021105852);USINADOS;UN;0;0
3049;MANCAL 50MM (021105852);USINADOS;UN;0;0
3051;MANCAL 70MM (021105905);USINADOS;UN;0;0
3052;MANCAL 80MM (021105850);USINADOS;UN;0;0
3053;MANCAL 90MM (021105930);USINADOS;UN;0;0
3054;MANCAL CENTRAL LF 200 (021102244);USINADOS;UN;0;0
3058;"MÃO FRANCESA APOIO DE PEITO #1/4"" (021105647)";MÃO FRANCESA;UN;0;0
3063;"MÃO FRANCESA DA CURVA #1/4"" (021106007)";MÃO FRANCESA;UN;0;0
3064;"MÃO FRANCESA DES. OMBROS #1/4"" (021105502)";MÃO FRANCESA;UN;0;0
3065;"MÃO FRANCESA DO BANCO FIXO GII #3/16"" (021105190)";MÃO FRANCESA;UN;0;0
3068;"MÃO FRANCESA DO CONDUITE #3/16"" (021105984)";MÃO FRANCESA;UN;0;0
3069;"MÃO FRANCESA DO CRUCIFIXO #3/16"" (021105869)";MÃO FRANCESA;UN;0;0
3070;"MÃO FRANCESA DO HACK #1/4"" (021105212)";MÃO FRANCESA;UN;0;0
3071;"MÃO FRANCESA DO LOMBAR #3/16"" (021104977)";MÃO FRANCESA;UN;0;0
3074;"MÃO FRANCESA REMADA SENTADA #1/4"" (021105520)";MÃO FRANCESA;UN;0;0
3075;"MÃO FRANCESA ROSCA SCOTT #3/16"" (021105204)";MÃO FRANCESA;UN;0;0
3076;"MÃO FRANCESA SUPINO DECLINADO #1/4"" (021105548)";MÃO FRANCESA;UN;0;0
3077;"MÃO FRANCESA SUPINO INCLINADO #1/4"" (021105534)";MÃO FRANCESA;UN;0;0
3079;"MÃO FRANCESA TORRE DECLINADO #1/4"" (021105677)";MÃO FRANCESA;UN;0;0
3080;"SUPORTE DE ROLDANA #3/16"" (021101319)";CHAPAS;UN;0;0
3081;"MÃO FRANCESA TORRE DES. #1/4"" (021105503)";MÃO FRANCESA;UN;0;0
3082;"MÃO FRANCESA TORRE DO SUPINO #1/4"" (021105641)";MÃO FRANCESA;UN;0;0
3083;"SUPORTE DE ROLDANA #3/16"" (021104152)";CHAPAS;UN;0;0
3084;"SUPORTE DO APOIO DA PERNA #1/4"" (021105771)";CHAPAS;UN;0;0
3086;"SUPORTE DO APOIO DA PERNA LFR #1/4"" (021105772)";CHAPAS;UN;0;0
3087;"ORELHA CONEXÃO Ø3"" #3/16"" (021105701)";ORELHAS;UN;0;0
3091;"ORELHA DA ARTICULAÇÃO #1/4"" (021105642)";ORELHAS;UN;0;0
3097;"ORELHA DA TRAVA DO BANCO #3/16"" (021105175)";ORELHAS;UN;0;0
3099;"ORELHA DE REG. DA CANTONEIRA #1/4"" (021104845)";ORELHAS;UN;0;0
3101;"SUPORTE DO HALTERES #3/16"" (021104047)";CHAPAS;UN;0;0
3103;"ORELHA DO CONTRA PESO #3/16"" (021105507)";ORELHAS;UN;0;0
3106;"ORELHA DOBRADA DA ARTICULAÇÃO #1/4"" (021105643)";ORELHAS;UN;0;0
3107;"ORELHA DOBRADA DO BRAÇO LF-200 #3/16"" (021105163)";CHAPAS;UN;0;0
3113;"ORELHA EXTENSOR UNILATERAL #1/4"" (021105903)";ORELHAS;UN;0;0
3114;"ORELHA MAIOR DA FLAUTA #3/16"" (021105952)";ORELHAS;UN;0;0
3115;"ORELHA MENOR DA PANTURRILHA #3/16"" (021105225)";ORELHAS;UN;0;0
3116;"ORELHA Ø3"" DO CONTRA PESO #3/16"" (021105660)";ORELHAS;UN;0;0
3117;"ORELHA OBLONGA 160MM #1/4"" (021105450)";ORELHAS;UN;0;0
3118;"ORELHA REFORÇO DO ROLETE #1/4"" (021106025)";ORELHAS;UN;0;0
3119;"ORELHA SUP. DA PANTURRILHA #3/16"" (021105953)";ORELHAS;UN;0;0
3121;"ORELHA TRASEIRA DO EIXO #3/8"" (021105702)";ORELHAS;UN;0;0
3123;"ORELHA TRAVA DO BANCO #1/4"" (021105327)";ORELHAS;UN;0;0
3124;"ORELHA TRAVA DO FREIO #1/4"" (021105453)";ORELHAS;UN;0;0
3133;BUCHA PEGADA DO AGACHAMENTO (021100019);USINADOS;UN;0;0
3134;PINO DA ALAVANCA (021104075);USINADOS;UN;0;0
3136;PINO DE FIXAÇÃO DO PAINEL (021105651);USINADOS;UN;0;0
3138;PINO FEMEA DA TRAVA (021104773);USINADOS;UN;0;0
3139;PINO MACHO DA TRAVA (021104772);USINADOS;UN;0;0
3145;PONTEIRA EXTERNA DE ALUMINIO (021105302);USINADOS;UN;0;0
3152;REBITE M8 (021101409);USINADOS;UN;0;0
3152;REBITE M8 (021101409);USINADOS;UN;0;0
3153;"REFORÇO CHAPA INFERIOR #3/16"" (021101228)";CHAPAS;UN;0;0
3155;"REFORÇO DA BARBATANA #5/16"" (021101236)";CHAPAS;UN;0;0
3161;"REFORÇO MENOR DA BARBATANA #5/16"" (021104499)";CHAPAS;UN;0;0
3172;ROLDANA DO APOLETE (021102840);USINADOS;UN;0;0
3173;ROLDANA ESPECIAL 110MM (021100819);USINADOS;UN;0;0
3174;ROLDANA ESPECIAL 70MM (021105773);USINADOS;UN;0;0
3175;ROLDANA ESPECIAL 90MM (021101337);USINADOS;UN;0;0
3175;ROLDANA ESPECIAL 90MM (021101337);USINADOS;UN;0;0
3176;"SUPORTE DA PEGADA #1/4"" (021105571)";CHAPAS;UN;0;0
3181;"TRAVA DO BRAÇO #3/8"" (021105703)";CHAPAS;UN;0;0
3185;TRAVA DO ROLETE (021104514);USINADOS;UN;0;0
3186;"TRAVA MAIOR DA BARRA GUIADA #1/4"" (021105023)";CHAPAS;UN;0;0
3189;TREFILADO RECARTILHADO INOX (021105219);USINADOS;UN;0;0
3344;MOLDURA ALUMÍNIO LC 30/40/100 (021106126);CHAPAS;UN;0;0
3381;FLAUTA 400MM INOX (021106145);TUBOS;UN;0;0
3382;FLAUTA 550MM INOX (021106147);TUBOS;UN;0;0
3383;FLAUTA 835MM INOX DO APOLETE (021106149);TUBOS;UN;0;0
3385;FLAUTA 2055MM 18 FUROS INOX (021106148);TUBOS;UN;0;0
3389;"TRAVESSA DA ARTICULAÇÃO DIR. Ø3""x#3,00 1720mm (021105694)";TUBOS;UN;0;0
3390;TRAVESSA DA BASE (021105693);TUBOS;UN;0;0
3391;MÃO FRANCESA DO ANILHEIRO (021105690);TUBOS;UN;0;0
3392;ALAVANCA DO FREIO (021105473);TUBOS;UN;0;0
3406;SUPORTE DO CONDUÍTE DO GUIDÃO (021103052);TUBOS;UN;0;0
3418;TRAVA DA TORRE LF-R (021105778);TUBOS;UN;0;0
3419;TRAVA SUPERIOR DA TORRE LF-R (021106157);TUBOS;UN;0;0
3420;TRAVA SUP. RECORTE LF-R (021106158);TUBOS;UN;0;0
3421;TRAVA SUP. FURO LF-R (021106159);TUBOS;UN;0;0
3422;TRAVA INF. RECORTE LF-R (021106160);TUBOS;UN;0;0
3425;TUBO REDONDO 960 DO GUIDÃO (021103051);TUBOS;UN;0;0
3426;TUBO REDONDO 323mm (021103057);TUBOS;UN;0;0
3436;CAR. PADRÃO LF-R C/ FURO (021106181);CHAPAS;UN;0;0
3599;ARGOLA DE ALUMÍNIO (021104356);USINADOS;UN;0;0
3599;ARGOLA DE ALUMÍNIO (021104356);USINADOS;UN;0;0
3624;"MÃO FRANCESA PUXADA ALTA # 1/4"" (021105569)";MÃO FRANCESA;UN;0;0
3639;EIXO 275MM (021106069);USINADOS;UN;0;0
3640;EIXO BRAÇO DA REMADA (021106070);USINADOS;UN;0;0
3641;CHAPA DO INVERSOR LB 40/26/18 (021106082);CHAPAS;UN;0;0
3642;BUCHA 140MM (021106085);USINADOS;UN;0;0
3643;EIXO MAIOR DA EXCENTRICA (021106086);USINADOS;UN;0;0
3644;"ORELHA EIXO DO BRAÇO #3/16"" (021106103)";ORELHAS;UN;0;0
3645;"CHAPA DE ROLDANA TRAVA CABO #3/16"" (021106102)";CHAPAS;UN;0;0
3646;EIXO 438MM (021106105);USINADOS;UN;0;0
3647;"CHAPA DO AGACHAMENTO SISSY #3/16"" (021106122)";CHAPAS;UN;0;0
3649;EIXO 296MM (021106133);USINADOS;UN;0;0
3650;GUIA DO BANCO INOX (021106134);USINADOS;UN;0;0
3651;"ORELHA COM RELÓGIO #1/4"" (021106142)";ORELHAS;UN;0;0
3652;"ORELHA BASE DA ARTICULAÇÃO #1/4"" (021106136)";ORELHAS;UN;0;0
3655;"ORELHA DO CARRINHO #1/4"" (021106137)";ORELHAS;UN;0;0
3656;"CHAPA CARRINHO DO SUPINO #3/16"" (021106139)";CHAPAS;UN;0;0
3657;"CHAPA ART. DO ENCOSTO #1/4"" (021106135)";CHAPAS;UN;0;0
3659;BUCHA PP GUIA DO SUPINO (021106150);USINADOS;UN;0;0
3660;"ORELHA CENTRAL DO BANCO #1/4"" (021106138)";ORELHAS;UN;0;0
3662;EIXO INFERIOR DA ROLDANA (021106171);USINADOS;UN;0;0
3664;"CHAPA ROLDANA INTERNA #1/8"" (021106173)";CHAPAS;UN;0;0
3668;"MÃO FRANCESA DO CONDUITE #1/4"" (021106194)";MÃO FRANCESA;UN;0;0
3669;"ARRUELA BATENTE DO APOIO #3/16"" (021106199)";CHAPAS;UN;0;0
3670;BUCHA PP APOIO DE PERNA (021106200);USINADOS;UN;0;0
3671;"CHAPA DO TRAVA CABO #3/16"" (021106201)";CHAPAS;UN;0;0
3672;CHAPA DO GUIA CROSSMITH #5/16 (021106211);CHAPAS;UN;0;0
3674;"CHAPA CENTRAL DO CROSSMITH #3/16"" (021106212)";CHAPAS;UN;0;0
3678;BUCHA BASE DO MOTOR (021106219);USINADOS;UN;0;0
3679;PONTEIRA DO ANILHEIRO OLIMP.(021106232);USINADOS;UN;0;0
3687;TAMPA 98x50 #2,00 (021106241);CHAPAS;UN;0;0
3688;CAR. PADRÃO PRÓ C/ FURO (021105275);CHAPAS;UN;0;0
3691;CAR. PADRÃO PRÓ S/ FURO (021105276);CHAPAS;UN;0;0
3694;"CHAPA REFORÇO DA BARBATANA #1/4"" (021106242)";CHAPAS;UN;0;0
3695;CAR. TRAS. PADRÃO LF-R S/ FURO (021106187);CHAPAS;UN;0;0
3696;CAR. MÉDIA LF-R S/ FURO (021106189);CHAPAS;UN;0;0
3697;CAR. TRAS. GRANDE LF-R S/ FURO (021106190);CHAPAS;UN;0;0
3727;BRAÇO SUPERIOR ESQUERDO (021105185);TUBOS;UN;0;0
3803;"ORELHA TRAVA DO PISANTE #1/4"" (021106267)";ORELHAS;UN;0;0
3811;BUCHA 140MM DA BARRA (021106278);USINADOS;UN;0;0
3825;"ORELHA DA BUCHA #1/4"" (021106293)";ORELHAS;UN;0;0
3832;BUCHA 22MM (021106299);USINADOS;UN;0;0
3839;BUCHA DO ANILHEIRO 600MM (021106300);USINADOS;UN;0;0
3860;BUCHA CARRETEL GRAVITON (021101636);USINADOS;UN;0;0
3861;BUCHA DO CARRETEL (021100588);USINADOS;UN;0;0
3872;"CHAPA REFORÇO DA TORRE #1/4"" (021106254)";CHAPAS;UN;0;0
3875;"ALAVANCA DO BANCO #3/16"" (021106338)";CHAPAS;UN;0;0
3876;"ORELHA DA ALAVANCA #1/8"" (021106337)";ORELHAS;UN;0;0
3877;"CHAPA BASE DA ALAVANCA #1/4"" (021106336)";CHAPAS;UN;0;0
3878;"CHAPA APOIO DO LOMBAR #1/4"" (021106334)";CHAPAS;UN;0;0
3879;"CHAPA REFORÇO DO EIXO #1/4"" (021106333)";CHAPAS;UN;0;0
3880;"CHAPA RELOGIO DO BANCO #1/4"" (021106332)";CHAPAS;UN;0;0
3881;"CHAPA SUPERIOR MAIOR #1/4"" (021106330)";CHAPAS;UN;0;0
3882;"CHAPA SUPERIOR MENOR #1/4"" (021106331)";CHAPAS;UN;0;0
3883;"CHAPA INFERIOR DA HASTE #1/4"" (021106329)";CHAPAS;UN;0;0
3884;"CHAPA INFERIOR FURADA #1/4"" (021106327)";CHAPAS;UN;0;0
3885;"CHAPA INFERIOR #1/4"" (021106328)";CHAPAS;UN;0;0
3887;EIXO DO BANCO (021106335);USINADOS;UN;0;0
3888;BUCHA DA HASTE (021106340);USINADOS;UN;0;0
3889;BUCHA PP DO BANCO (021106339);USINADOS;UN;0;0
3900;EIXO DE REGULAGEM ABDOMINAL (021106345);USINADOS;UN;0;0
3904;"CHAPA INF. CROSSMITH PRO #3/16"" (021106350)";CHAPAS;UN;0;0
3913;CHAPA DE PROTEÇÃO SEM FURO CH. INOX. (021106352);CHAPAS;UN;0;0
3927;"CHAPA TRAVA DA PUXADA #3/16"" (021106398)";CHAPAS;UN;0;0
3934;"CHAPA REFORÇO SUP. DA ROLDANA #3/16"" (021106390)";CHAPAS;UN;0;0
3936;"CHAPA UNIÃO MENOR #3/16"" (021106392)";CHAPAS;UN;0;0
3937;"CHAPA SUPORTE ROLDANA DO BRAÇO #3/16"" (021106393)";CHAPAS;UN;0;0
3938;"CHAPA REFORÇO DO EIXO #3/16"" (021106394)";CHAPAS;UN;0;0
3939;"ORELHA DOBRADA STATION #3/16"" (021106395)";ORELHAS;UN;0;0
3940;"ORELHA DO BRAÇO #3/16"" (021106396)";ORELHAS;UN;0;0
3941;"ORELHA DA BUCHA #3/16"" (021106397)";ORELHAS;UN;0;0
3942;"CHAPA ROLDANA DUPLA #3/16"" (021106399)";CHAPAS;UN;0;0
3945;"CHAPA SUPORTE DA BARRA #3/16"" (021106400)";CHAPAS;UN;0;0
3947;"ORELHA BATENTE DA PLATAFORMA #3/16"" (021106402)";ORELHAS;UN;0;0
3949;BUCHA DA PLATAFORMA (021106405);USINADOS;UN;0;0
3950;BUCHA 60MM (021106406);USINADOS;UN;0;0
3957;"CHAPA GUIA DA BUCHA MENOR #1/4"" (021106409)";CHAPAS;UN;0;0
3958;"CHAPA GUIA DA BARRA GUIADA #1/4"" (021106410)";CHAPAS;UN;0;0
3961;"CHAPA DO BATENTE MAIOR #3/16"" (021106411)";CHAPAS;UN;0;0
3964;PONTEIRA PP DE PROTEÇÃO (021106412);USINADOS;UN;0;0
3969;PONTEIRA PP DO ELIPTICO (021106222);USINADOS;UN;0;0
3970;CALÇO DO EIXO 8MM (021106415) ZINCADO;USINADOS;UN;0;0
